pID,condition,task,interaction,trial,attempt,errCode,timestamp,fullscreen,timestamp
9,1,4,smallMultiples,0,1,3,1723588266638,false,,2024-08-13 22:33:07.261276
3,1,4,smallMultiples,2,8,3,1723588378988,false,,2024-08-13 22:33:30.220901
3,1,4,smallMultiples,2,8,3,1723588382316,false,
3,1,4,smallMultiples,2,8,3,1723588383054,false,
3,1,4,smallMultiples,2,8,3,1723588392645,false,
3,1,4,smallMultiples,2,8,3,1723588394078,false,
3,1,4,smallMultiples,2,8,3,1723588394572,false,
6,4,4,smallMultiples,0,1,3,1723588857854,false,,2024-08-13 22:43:43.621356
6,4,4,smallMultiples,0,1,3,1723588864182,false,
6,4,4,smallMultiples,0,1,3,1723588865182,false,
6,4,4,smallMultiples,0,1,3,1723588869770,false,
6,4,4,smallMultiples,0,1,3,1723588871718,false,
6,4,4,smallMultiples,0,1,3,1723588875274,false,
6,4,4,smallMultiples,0,1,3,1723588882925,false,
6,4,4,smallMultiples,0,1,3,1723588884244,false,
6,4,4,smallMultiples,0,1,3,1723588887741,false,
6,4,4,smallMultiples,0,1,3,1723588889572,false,
6,4,4,smallMultiples,0,1,3,1723588890010,false,
6,4,4,smallMultiples,0,1,3,1723588890191,false,
6,4,4,smallMultiples,0,1,3,1723588890373,false,
6,4,4,smallMultiples,0,1,3,1723588890652,false,
6,4,4,smallMultiples,0,1,3,1723588891383,false,
6,4,4,smallMultiples,0,1,3,1723588893260,false,
6,4,4,smallMultiples,0,1,3,1723588903482,false,
6,4,4,smallMultiples,0,1,3,1723588905754,false,
6,4,4,smallMultiples,0,2,3,1723588919809,false,
6,4,4,smallMultiples,0,2,3,1723588921307,false,
6,4,4,smallMultiples,0,2,3,1723588922319,false,
6,4,4,smallMultiples,0,2,3,1723588923781,false,
6,4,4,smallMultiples,0,2,3,1723588926651,false,
6,4,4,smallMultiples,0,3,3,1723588937627,false,
6,4,4,smallMultiples,0,3,3,1723588938945,false,
6,4,4,smallMultiples,0,3,3,1723588942297,false,
6,4,4,smallMultiples,0,3,3,1723588945713,false,
6,4,4,smallMultiples,0,3,3,1723588949975,false,
6,4,4,smallMultiples,0,3,3,1723588952039,false,
6,4,4,smallMultiples,0,4,3,1723588962823,false,
6,4,4,smallMultiples,0,4,3,1723588963959,false,
6,4,4,smallMultiples,0,4,3,1723588965473,false,
6,4,4,smallMultiples,1,1,3,1723588971183,false,
6,4,4,smallMultiples,1,1,3,1723588972595,false,
6,4,4,smallMultiples,1,1,3,1723588989265,false,
6,4,4,smallMultiples,2,1,3,1723588994450,false,
6,4,4,smallMultiples,2,1,3,1723588995607,false,
6,4,4,smallMultiples,2,1,3,1723589016653,false,
6,4,4,smallMultiples,2,1,3,1723589019590,false,
21,6,4,shadowMarkers,0,1,3,1723588682444,false,,2024-08-13 22:47:02.127290
21,6,4,shadowMarkers,0,1,3,1723588684639,false,
21,6,4,shadowMarkers,0,1,3,1723588687617,false,
21,6,4,shadowMarkers,0,1,3,1723588689397,false,
35,6,4,shadowMarkers,0,1,3,1723589278270,false,,2024-08-13 22:50:51.590120
35,6,4,shadowMarkers,0,1,3,1723589285121,false,
35,6,4,shadowMarkers,0,1,3,1723589286101,false,
35,6,4,shadowMarkers,0,1,3,1723589296304,false,
35,6,4,shadowMarkers,0,1,3,1723589299612,false,
24,3,4,overlays,0,1,3,1723589095997,false,,2024-08-13 22:51:26.028865
34,2,4,shadowMarkers,0,1,3,1723589368991,false,,2024-08-13 22:51:26.640042
15,2,4,shadowMarkers,0,1,3,1723589191537,false,,2024-08-13 22:52:33.651266
15,2,4,shadowMarkers,0,1,3,1723589193802,false,
15,2,4,shadowMarkers,0,1,3,1723589197665,false,
15,2,4,shadowMarkers,0,1,3,1723589198460,false,
15,2,4,shadowMarkers,0,1,3,1723589199102,false,
15,2,4,shadowMarkers,0,1,3,1723589200077,false,
15,2,4,shadowMarkers,0,1,3,1723589200827,false,
15,2,4,shadowMarkers,0,1,3,1723589213712,false,
15,2,4,shadowMarkers,0,1,3,1723589217682,false,
15,2,4,shadowMarkers,0,1,3,1723589218515,false,
15,2,4,shadowMarkers,0,1,3,1723589219188,false,
15,2,4,shadowMarkers,0,1,3,1723589219759,false,
15,2,4,shadowMarkers,0,1,3,1723589220410,false,
15,2,4,shadowMarkers,0,1,3,1723589221101,false,
15,2,4,shadowMarkers,0,1,3,1723589221302,false,
15,2,4,shadowMarkers,0,1,3,1723589221527,false,
15,2,4,shadowMarkers,0,1,3,1723589223004,false,
15,2,4,shadowMarkers,0,1,3,1723589223693,false,
15,2,4,shadowMarkers,0,1,3,1723589227116,false,
15,2,4,shadowMarkers,0,1,3,1723589227774,false,
15,2,4,shadowMarkers,0,1,3,1723589228363,false,
15,2,4,shadowMarkers,0,1,3,1723589228980,false,
41,5,4,shadowMarkers,0,1,3,1723589621341,false,,2024-08-13 22:56:42.773989
41,5,4,shadowMarkers,0,1,3,1723589626301,false,
41,5,4,shadowMarkers,0,1,3,1723589628197,false,
41,5,4,shadowMarkers,0,1,3,1723589631645,false,
41,5,4,shadowMarkers,0,1,3,1723589634613,false,
41,5,4,shadowMarkers,0,1,3,1723589642295,false,
41,5,4,shadowMarkers,0,1,3,1723589649421,false,
41,5,4,shadowMarkers,0,1,3,1723589650013,false,
41,5,4,shadowMarkers,0,1,3,1723589650373,false,
41,5,4,shadowMarkers,0,1,3,1723589650557,false,
41,5,4,shadowMarkers,0,1,3,1723589650733,false,
41,5,4,shadowMarkers,0,1,3,1723589650885,false,
41,5,4,shadowMarkers,0,1,3,1723589651037,false,
41,5,4,shadowMarkers,0,1,3,1723589653693,false,
41,5,4,shadowMarkers,0,1,3,1723589654309,false,
41,5,4,shadowMarkers,0,1,3,1723589654653,false,
41,5,4,shadowMarkers,1,1,3,1723589672509,false,
41,5,4,shadowMarkers,1,1,3,1723589674237,false,
41,5,4,shadowMarkers,1,1,3,1723589675149,false,
41,5,4,shadowMarkers,2,1,3,1723589747604,false,
41,5,4,shadowMarkers,2,3,3,1723589770305,false,
41,5,4,shadowMarkers,0,1,3,1723589621341,false,,2024-08-13 22:56:56.175571
41,5,4,shadowMarkers,0,1,3,1723589626301,false,
41,5,4,shadowMarkers,0,1,3,1723589628197,false,
41,5,4,shadowMarkers,0,1,3,1723589631645,false,
41,5,4,shadowMarkers,0,1,3,1723589634613,false,
41,5,4,shadowMarkers,0,1,3,1723589642295,false,
41,5,4,shadowMarkers,0,1,3,1723589649421,false,
41,5,4,shadowMarkers,0,1,3,1723589650013,false,
41,5,4,shadowMarkers,0,1,3,1723589650373,false,
41,5,4,shadowMarkers,0,1,3,1723589650557,false,
41,5,4,shadowMarkers,0,1,3,1723589650733,false,
41,5,4,shadowMarkers,0,1,3,1723589650885,false,
41,5,4,shadowMarkers,0,1,3,1723589651037,false,
41,5,4,shadowMarkers,0,1,3,1723589653693,false,
41,5,4,shadowMarkers,0,1,3,1723589654309,false,
41,5,4,shadowMarkers,0,1,3,1723589654653,false,
41,5,4,shadowMarkers,1,1,3,1723589672509,false,
41,5,4,shadowMarkers,1,1,3,1723589674237,false,
41,5,4,shadowMarkers,1,1,3,1723589675149,false,
41,5,4,shadowMarkers,2,1,3,1723589747604,false,
41,5,4,shadowMarkers,2,3,3,1723589770305,false,
41,5,4,shadowMarkers,2,3,3,1723589778362,false,
41,5,4,shadowMarkers,2,3,3,1723589784380,false,
34,2,4,overlays,0,1,3,1723589774701,false,,2024-08-13 22:58:16.756978
13,5,4,shadowMarkers,0,1,3,1723589445126,false,,2024-08-13 22:59:56.579477
13,5,4,shadowMarkers,0,1,3,1723589447795,false,
13,5,4,shadowMarkers,0,1,3,1723589450271,false,
13,5,4,shadowMarkers,0,1,3,1723589457156,false,
13,5,4,shadowMarkers,0,1,3,1723589461672,false,
13,5,4,shadowMarkers,0,1,3,1723589476145,false,
13,5,4,shadowMarkers,0,1,3,1723589479325,false,
13,5,4,shadowMarkers,1,3,2,1723589699580,true,
13,5,4,shadowMarkers,1,4,3,1723589744287,false,
13,5,4,shadowMarkers,1,4,3,1723589745847,false,
13,5,4,shadowMarkers,2,14,2,1723589953450,true,
21,6,4,smallMultiples,2,1,3,1723590103913,false,,2024-08-13 23:02:07.771969
48,5,4,smallMultiples,1,3,3,1723590412883,false,,2024-08-13 23:08:33.357078
44,2,4,shadowMarkers,0,1,2,1723590528362,false,,2024-08-13 23:12:08.627577
42,1,4,overlays,0,1,3,1723590444326,false,,2024-08-13 23:14:45.979285
42,1,4,overlays,0,1,3,1723590454734,false,
56,3,4,smallMultiples,0,1,3,1723590867809,false,,2024-08-13 23:16:10.824871
56,3,4,smallMultiples,1,1,3,1723590912361,false,
56,3,4,smallMultiples,1,1,3,1723590914384,false,
56,3,4,smallMultiples,1,1,3,1723590914904,false,
41,5,4,overlays,1,1,3,1723590904633,false,,2024-08-13 23:16:21.718537
41,5,4,overlays,1,1,3,1723590905641,false,
41,5,4,overlays,1,2,3,1723590944577,false,
41,5,4,overlays,1,5,3,1723590959689,false,
41,5,4,overlays,1,5,3,1723590960522,false,
44,2,4,overlays,0,1,3,1723590891535,false,,2024-08-13 23:21:40.232951
44,2,4,overlays,0,1,3,1723590896808,false,
44,2,4,overlays,0,1,3,1723590900032,false,
44,2,4,overlays,0,1,3,1723590901213,false,
44,2,4,overlays,0,1,3,1723590902462,false,
44,2,4,overlays,0,1,3,1723590918394,false,
44,2,4,overlays,0,1,3,1723590920849,false,
44,2,4,overlays,0,1,3,1723590923468,false,
44,2,4,overlays,0,1,3,1723590924983,false,
44,2,4,overlays,0,1,3,1723590925582,false,
44,2,4,overlays,0,1,3,1723590926112,false,
44,2,4,overlays,0,1,3,1723590926758,false,
55,6,4,shadowMarkers,2,11,1,1723591790008,true,,2024-08-13 23:29:47.309833
55,6,4,shadowMarkers,2,11,1,1723591790008,true,,2024-08-13 23:29:48.568781
63,1,4,smallMultiples,0,1,3,1723669762820,false,,2024-08-14 21:12:14.227287
63,1,4,smallMultiples,0,1,3,1723669766136,false,
63,1,4,smallMultiples,0,1,3,1723669766788,false,
63,1,4,smallMultiples,0,1,3,1723669768730,false,
63,1,4,smallMultiples,0,1,3,1723669770102,false,
63,1,4,smallMultiples,0,1,3,1723669770600,false,
63,1,4,smallMultiples,0,1,3,1723669775297,false,
63,1,4,smallMultiples,0,1,3,1723669776696,false,
63,1,4,smallMultiples,0,1,3,1723669777028,false,
63,1,4,smallMultiples,0,1,3,1723669777196,false,
63,1,4,smallMultiples,0,1,3,1723669777350,false,
63,1,4,smallMultiples,0,1,3,1723669777493,false,
63,1,4,smallMultiples,0,1,3,1723669778448,false,
63,1,4,smallMultiples,0,1,3,1723669779622,false,
63,1,4,smallMultiples,0,1,3,1723669786032,false,
67,2,4,smallMultiples,0,1,3,1723670596768,false,,2024-08-14 21:25:42.863495
70,3,4,smallMultiples,0,1,3,1723671790373,false,,2024-08-14 21:44:38.619931
70,3,4,smallMultiples,0,1,3,1723671791794,false,
70,3,4,smallMultiples,0,1,3,1723671792802,false,
70,3,4,smallMultiples,0,1,3,1723671795061,false,
70,3,4,shadowMarkers,0,1,3,1723672100067,false,,2024-08-14 21:49:49.875457
70,3,4,shadowMarkers,2,1,1,1723672161275,false,
72,2,4,smallMultiples,0,2,3,1723673137818,false,,2024-08-14 22:06:51.245670
72,2,4,smallMultiples,0,2,3,1723673141448,false,
